periodo,temperatura_minima,temperatura_media,temperatura_maxima,humedad,velocidad_viento,direccion_viento,velocidad_max_viento,barometro,mm_lluvia,radiacion_solar
2012-02-11,27.5,35.3,19.1,37.8,0.5,NNW,40.2,998.9,0.0,5649.0
2012-02-12,21.7,28.8,10.6,33.1,2.2,WSW,82.1,1001.9,0.0,6688.0
2012-02-13,19.4,29.8,10.1,39.7,0.0,SE,17.7,1003.9,0.0,6934.0
2012-02-14,19.5,29.6,12.2,34.5,0.1,SE,22.5,1002.1,0.0,6529.0
2012-02-15,18.0,27.4,7.0,54.0,1.1,,25.7,1003.6,0.0,6122.0
2012-02-16,20.8,28.7,12.5,42.7,0.0,S,12.9,1003.7,0.0,6223.0
2012-02-17,19.7,27.3,15.3,70.3,0.0,S,8.0,1000.7,0.8,3661.0
2012-02-18,21.7,27.3,15.3,52.7,0.3,S,24.1,996.1,0.0,5377.0
2012-02-19,19.3,26.6,10.4,46.5,0.3,SSE,30.6,1001.4,0.0,5999.0
2012-02-20,15.8,18.9,13.6,40.0,0.4,S,19.3,1003.7,0.0,449.0
2012-02-21,,,,,,,,,5.6,
2012-02-22,,,,,,,,,0.4,
2012-02-23,,,,,,,,,0.0,
2012-02-24,13.2,16.1,11.3,,14.2,SW,35.4,,0.8,
2012-02-25,11.9,13.7,9.9,85.9,11.7,SW,43.5,1003.1,14.5,1495.0
2012-02-26,13.9,21.7,7.9,72.1,1.9,NNW,16.1,1003.0,0.0,5039.0
2012-02-27,17.5,24.9,9.7,61.1,4.2,NNW,35.4,995.9,0.0,5033.0
2012-02-28,16.5,24.1,11.6,71.8,3.5,WNW,35.4,996.9,5.9,5319.0
2012-02-29,15.4,20.8,12.8,82.0,5.3,N,33.8,1006.7,12.4,3855.0
2012-03-01,16.7,23.3,11.9,71.7,1.1,,22.5,1004.9,0.3,4695.0
2012-03-02,18.2,26.0,10.8,57.5,3.3,,25.7,1000.2,0.0,5977.0
2012-03-03,19.3,27.4,9.6,51.0,2.6,,25.7,1000.4,0.0,5667.0
2012-03-04,22.5,31.8,12.5,41.9,7.1,,48.3,992.8,0.0,5427.0
2012-03-05,17.9,23.3,10.4,32.9,5.4,,41.8,1001.9,0.0,5883.0
2012-03-06,15.5,26.0,5.9,48.7,0.1,,22.5,1007.5,0.0,5006.0
2012-03-07,18.3,27.3,8.6,46.8,0.0,,17.7,1010.7,0.0,5640.0
2012-03-08,19.3,29.4,8.1,51.0,1.4,,32.2,1012.4,0.0,4821.0
2012-03-09,22.3,28.8,17.4,63.5,0.4,,20.9,1001.2,6.1,4208.0
2012-03-10,17.5,24.1,13.6,61.6,1.7,,24.1,1008.5,0.0,5403.0
2012-03-11,16.0,18.2,14.0,78.8,0.4,,17.7,1004.4,1.5,1618.0
2012-03-12,15.8,23.3,9.9,67.2,0.0,,1.6,1002.4,0.3,4299.0
2012-03-13,15.1,21.2,8.3,55.6,0.1,,35.4,1009.4,0.0,4928.0
2012-03-14,14.8,23.8,6.9,69.6,0.4,,35.4,1013.1,0.0,5174.0
2012-03-15,17.9,30.6,9.4,63.8,0.0,,12.9,1006.4,0.0,1951.0
2012-03-16,24.4,35.9,10.9,43.0,0.0,,12.9,999.6,0.0,4639.0
2012-03-17,18.6,27.3,14.1,56.5,3.1,,53.1,1008.2,0.0,4355.0
2012-03-18,15.7,19.6,12.3,73.2,0.0,,14.5,1008.6,2.5,2712.0
2012-03-19,15.4,22.1,9.6,55.7,0.0,,1.6,1014.2,0.0,4976.0
2012-03-20,18.9,28.4,8.8,40.6,0.0,,9.7,1004.7,0.0,4913.0
2012-03-21,13.5,19.4,6.8,65.4,0.0,,9.7,1010.0,0.0,2345.0
2012-03-22,14.5,22.8,7.6,61.4,0.0,,12.9,1008.9,0.0,4215.0
2012-03-23,16.0,23.6,9.2,54.9,0.0,,16.1,1007.2,0.0,4640.0
2012-03-24,13.4,20.2,6.4,62.3,0.0,,40.2,1007.4,0.0,3029.0
2012-03-25,12.8,19.5,4.8,53.7,0.0,,25.7,1013.1,0.0,4572.0
2012-03-26,8.9,14.6,1.4,63.3,0.0,,32.2,1021.9,0.0,2123.0
2012-03-27,13.4,22.1,0.8,53.0,0.0,,0.0,1007.7,0.0,2880.0
2012-03-28,16.3,23.8,7.5,56.3,0.3,,46.7,1001.8,0.3,3969.0
2012-03-29,14.7,25.7,4.5,50.2,0.0,,16.1,1007.9,0.0,4132.0
2012-03-30,20.2,31.9,6.2,42.7,0.0,,9.7,1005.2,0.0,4172.0
2012-03-31,19.3,27.3,11.4,45.1,0.1,,24.1,1006.8,0.0,3520.0
2012-04-01,14.5,21.4,7.3,44.0,0.0,,17.7,1011.6,0.0,2895.0
2012-04-02,13.8,23.7,3.3,41.4,0.0,,9.7,1009.2,0.0,3964.0
2012-04-03,15.7,22.0,10.4,42.8,0.0,,1.6,996.9,0.0,2623.0
2012-04-04,13.9,17.7,7.7,30.0,0.6,,53.1,999.1,0.0,3569.0
2012-04-05,12.7,19.7,1.3,40.9,0.7,,37.0,997.7,0.0,3682.0
2012-04-06,10.8,17.7,4.9,56.9,0.0,,20.9,1000.9,0.0,2731.0
2012-04-07,16.3,20.1,6.9,45.6,15.8,,56.3,999.2,0.0,0.0
2012-04-08,11.3,19.3,5.5,56.0,4.7,,24.1,1009.7,0.0,0.0
2012-04-09,11.9,21.0,3.5,57.3,2.6,,30.6,1008.3,0.0,0.0
2012-04-10,11.3,22.7,2.4,75.2,1.5,,19.3,1012.6,0.2,0.0
2012-04-11,14.2,27.9,4.8,62.9,2.1,,29.0,1009.3,0.0,0.0
2012-04-12,15.3,28.1,4.2,48.9,1.9,,17.7,1005.9,0.0,0.0
2012-04-13,13.7,20.2,7.4,49.8,7.1,,38.6,1007.6,0.0,0.0
2012-04-14,12.5,22.7,3.2,46.6,4.8,,33.8,1008.4,0.0,0.0
2012-04-15,12.2,18.2,4.2,51.0,1.5,,27.4,1009.8,0.0,0.0
2012-04-16,14.2,22.2,4.1,48.7,9.4,,53.1,1004.4,0.0,0.0
2012-04-17,14.2,22.6,5.3,49.6,3.5,,32.2,1007.1,0.0,0.0
2012-04-18,10.9,21.9,3.8,57.9,0.0,,0.0,1004.7,0.0,0.0
2012-04-19,12.3,22.3,0.1,55.0,0.0,,0.0,1004.9,0.0,0.0
2012-04-20,14.4,19.3,4.7,34.8,0.0,,0.0,1009.3,0.0,0.0
2012-04-21,6.5,14.6,0.1,52.7,0.0,,0.0,1023.4,0.0,0.0
2012-04-22,4.4,14.9,-5.2,70.7,0.0,,0.0,1020.4,0.0,0.0
2012-04-23,6.4,15.7,-2.1,69.6,0.0,,0.0,1019.6,0.0,0.0
2012-04-24,8.6,15.0,1.2,65.4,0.0,,0.0,1015.7,0.0,0.0
2012-04-25,5.1,12.6,-1.1,77.1,0.0,,0.0,1016.9,0.2,0.0
2012-04-26,6.0,13.4,-0.6,79.1,0.0,,0.0,1018.0,0.2,0.0
2012-04-27,7.2,16.2,-0.6,74.8,0.0,,0.0,1014.5,0.2,0.0
2012-04-28,6.6,13.9,1.4,78.0,0.0,,0.0,1013.2,0.0,0.0
2012-04-29,7.5,19.1,-1.7,69.0,0.0,,1.6,1009.9,0.0,2289.0
2012-04-30,12.8,24.8,5.8,54.2,0.0,,1.6,999.1,0.0,1333.0
2012-05-01,11.8,22.2,0.6,41.1,0.0,,0.0,998.8,0.0,2530.0
2012-05-02,14.9,23.9,4.6,35.3,0.0,,0.0,996.0,0.0,2226.0
2012-05-03,11.8,21.0,2.7,54.6,0.0,,0.0,1005.5,0.0,1693.0
2012-05-04,11.0,17.4,6.3,51.5,0.0,,0.0,1012.8,0.0,2032.0
2012-05-05,12.3,16.4,7.6,71.0,0.0,,0.0,1014.4,0.0,1528.0
2012-05-06,17.5,21.6,14.2,70.0,0.0,,0.0,1001.6,0.0,856.0
2012-05-07,12.6,19.7,2.8,51.2,0.0,,0.0,1010.0,0.0,2266.0
2012-05-08,9.5,19.3,0.8,56.2,0.0,,0.0,1012.3,0.0,1852.0
2012-05-09,9.4,17.4,2.8,56.1,0.0,,0.0,1005.8,0.0,2069.0
2012-05-10,8.7,18.4,1.6,55.5,0.0,,0.0,999.9,0.0,1671.0
2012-05-11,7.2,11.1,4.0,53.9,0.0,,11.3,1005.3,0.2,1423.0
2012-05-12,5.6,15.8,-3.5,61.0,0.0,,0.0,1006.6,0.0,2042.0
2012-05-13,14.7,18.8,8.7,48.5,0.0,,1.6,1000.0,0.0,909.0
2012-05-14,10.4,17.5,4.3,39.7,0.0,,1.6,1007.5,0.0,2047.0
2012-05-15,5.9,15.8,-0.9,49.6,0.0,,0.0,1007.7,0.0,1456.0
2012-05-16,7.5,13.2,-2.8,41.5,0.0,,0.0,1007.5,0.0,2019.0
2012-05-17,12.3,16.6,3.7,35.8,0.0,,3.2,996.2,0.0,732.0
2012-05-18,7.3,14.4,0.9,42.2,0.0,,12.9,1009.9,0.0,1943.0
2012-05-19,7.9,15.9,-2.3,39.1,0.0,,12.9,1010.0,0.0,1954.0
2012-05-20,6.7,14.3,-0.3,45.8,0.0,,9.7,1012.1,0.0,1561.0
2012-05-21,2.7,12.7,-3.5,50.1,0.0,,0.0,1012.2,0.0,1374.0
2012-05-22,4.7,17.3,-4.1,40.7,0.0,,0.0,1007.9,0.0,1552.0
2012-05-23,8.8,15.6,1.3,60.2,0.0,,0.0,1007.5,0.0,1444.0
2012-05-24,14.3,17.8,12.6,84.1,0.0,,0.0,1001.6,0.0,721.0
2012-05-25,16.7,21.6,13.3,53.1,0.0,,16.1,990.2,0.0,1236.0
2012-05-26,11.0,16.6,8.0,69.8,0.0,,3.2,992.3,0.0,802.0
2012-05-27,7.2,11.1,1.3,80.2,0.0,,17.7,1003.8,3.2,1292.0
2012-05-28,2.3,5.5,-0.7,85.3,0.0,,0.0,1013.4,0.6,1196.0
2012-05-29,1.4,6.0,-1.9,77.3,0.0,,0.0,1016.2,0.0,1631.0
2012-06-01,4.5,5.9,0.2,85.4,,,,1004.7,5.6,412.0
2012-06-02,7.6,11.1,4.6,78.9,,,,1003.4,2.6,1269.0
2012-06-03,6.1,9.2,3.5,72.2,,,,1009.5,0.0,630.0
2012-06-04,2.9,10.4,-3.0,73.0,,,,1009.5,0.0,1498.0
2012-06-05,2.5,5.8,-0.8,59.4,,,,1011.2,0.0,1472.0
2012-06-06,2.2,9.2,-3.0,52.5,,,,1019.4,0.0,1638.0
2012-06-07,1.2,10.6,-5.9,59.4,,,,1015.2,0.0,1713.0
2012-06-08,1.7,11.4,-6.1,56.9,,,,1014.1,0.0,1682.0
2012-06-09,6.0,16.3,-4.4,52.9,,,,1000.7,0.0,1622.0
2012-06-10,2.4,12.0,-4.2,74.8,,,,1007.6,0.0,903.0
2012-06-11,-0.1,6.2,-3.8,83.2,,,,1000.0,0.0,683.0
2012-06-12,5.1,14.2,-3.1,85.8,,,,994.1,0.6,867.0
2012-06-13,7.2,15.2,1.9,81.3,,,,996.6,1.0,762.0
2012-06-14,4.4,9.1,-1.1,52.8,,,,1009.7,0.0,665.0
2012-06-15,-1.2,3.6,-9.1,64.6,,,,1022.2,0.0,926.0
2012-06-16,-6.9,-1.7,-10.4,79.3,,,,1014.5,0.0,80.0
2012-06-17,-1.9,7.7,-8.2,72.2,,,,1003.1,0.0,937.0
2012-06-18,5.1,12.3,-4.1,59.9,,,,999.6,0.0,962.0
2012-06-19,4.1,10.4,-0.6,67.5,,,,1000.9,0.0,841.0
2012-06-20,7.0,15.0,-1.5,71.3,,,,997.4,0.0,903.0
2012-06-21,8.0,12.9,1.8,50.9,,,,996.4,0.0,539.0
2012-06-22,4.9,14.3,-4.7,57.5,,,,999.2,0.0,654.0
2012-06-23,10.0,17.4,-0.6,46.7,,,,998.2,0.0,961.0
2012-06-24,3.2,10.9,-4.0,52.3,,,,1014.9,0.0,1580.0
2012-06-25,10.5,16.8,-1.5,36.5,,,,1000.5,0.0,1285.0
2012-06-26,16.1,19.9,9.9,24.6,,,,992.0,0.0,414.0
2012-06-27,11.2,16.3,1.8,41.0,,,,996.5,0.0,831.0
2012-06-28,12.1,15.4,7.3,37.1,,,,992.5,0.0,1359.0
2012-06-29,7.0,13.8,1.2,39.3,,,,1000.2,0.0,1590.0
2012-06-30,9.9,13.5,1.3,49.4,,,,997.5,0.0,823.0
2012-07-01,8.6,12.2,2.7,46.2,,,,994.8,0.0,1516.0
2012-07-02,3.4,10.3,-4.6,45.2,,,,1011.8,0.0,1631.0
2012-07-03,3.5,14.4,-10.9,46.8,,,,1007.1,0.0,2479.0
2012-07-04,0.8,12.8,-5.1,58.2,,,,1007.7,0.0,1256.0
2012-07-05,7.6,12.8,1.9,65.8,,,,1000.8,0.2,1464.0
2012-07-06,1.1,10.7,-6.1,65.5,,,,1009.4,0.0,1474.0
2012-07-07,-0.7,9.7,-7.3,65.8,,,,1011.7,0.0,1468.0
2012-07-08,6.3,11.8,-0.3,58.5,,,,998.2,0.0,1215.0
2012-07-09,5.6,14.2,0.1,71.6,,,,998.8,0.2,1023.0
2012-07-10,6.2,15.2,0.8,62.1,,,,1004.5,0.0,1755.0
2012-07-11,0.0,8.6,-7.1,51.4,,,,1022.6,0.0,1792.0
2012-07-12,0.7,13.3,-6.7,51.1,,,,1021.9,0.0,1798.0
2012-07-13,3.3,15.0,-2.9,56.0,,,,1016.6,0.0,1307.0
2012-07-14,4.2,15.1,-3.3,66.2,,,,1016.9,0.0,1519.0
2012-07-15,12.0,15.3,8.8,40.8,,,,1005.3,0.0,1883.0
2012-07-16,6.6,15.3,-0.2,41.1,,,,1007.2,0.0,1790.0
2012-07-17,3.5,13.0,-4.7,65.1,,,,1004.1,2.4,475.0
2012-07-18,5.8,14.3,0.3,81.6,,,,997.0,0.2,1861.0
2012-07-19,3.7,14.5,-5.2,65.7,,,,1005.6,0.0,1898.0
2012-07-20,6.0,13.3,0.8,52.5,,,,1004.2,0.0,1643.0
2012-07-21,2.0,11.1,-5.9,59.3,,,,1015.2,0.0,2074.0
2012-07-22,9.2,15.8,1.8,34.0,,,,1002.1,0.0,1362.0
2012-07-23,2.7,15.6,-5.1,66.1,,,,1009.8,0.4,2100.0
2012-07-24,6.2,15.3,-0.1,39.2,,,,1005.5,0.0,2104.0
2012-07-25,9.2,15.8,1.9,38.8,,,,996.7,0.0,1598.0
2012-07-26,6.5,15.4,-5.9,38.4,,,,1007.8,0.0,2453.0
2012-07-27,8.2,18.8,0.9,25.0,,,,1011.0,0.0,2202.0
2012-07-28,10.3,12.4,8.1,25.5,,,,1010.4,0.0,0.0
2012-07-29,,,,,,,,,,
2012-08-01,8.2,13.5,4.6,46.0,0.0,,0.0,1008.3,0.0,1476.0
2012-08-02,5.4,11.6,0.3,82.6,0.0,,0.0,1009.1,0.0,1658.0
2012-08-03,6.5,16.3,-0.9,53.2,0.0,,0.0,1014.9,0.0,2217.0
2012-08-04,8.6,19.7,0.6,52.5,0.0,,0.0,1016.9,0.0,2134.0
2012-08-05,9.4,19.1,0.1,52.2,0.0,,0.0,1008.7,0.0,2964.0
2012-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2012-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2012-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2012-08-09,5.9,12.5,-4.0,33.0,0.0,,0.0,1010.6,0.0,2571.0
2012-08-10,4.8,16.9,-5.6,37.5,0.0,,0.0,1006.6,0.0,2652.0
2012-08-11,7.9,13.0,2.3,34.1,0.0,,0.0,1000.0,0.0,2453.0
2012-08-12,6.9,15.7,-1.1,35.7,0.0,,0.0,1004.9,0.0,2124.0
2012-08-13,11.9,14.3,7.5,37.9,0.0,,0.0,998.7,0.0,1509.0
2012-08-14,7.8,10.4,5.1,57.2,0.0,,0.0,1011.9,0.0,1965.0
2012-08-15,8.5,12.0,6.7,86.8,0.0,,0.0,1016.3,6.0,500.0
2012-08-16,9.4,14.2,6.6,88.5,0.0,,0.0,1014.9,2.6,2417.0
2012-08-17,8.2,17.5,0.9,79.3,0.0,,0.0,1009.6,0.0,2803.0
2012-08-18,10.8,19.2,2.0,60.0,0.0,,0.0,1004.0,0.0,2453.0
2012-08-19,9.1,18.9,-0.4,64.0,0.0,,0.0,1011.0,0.0,2998.0
2012-08-20,14.6,20.8,9.6,45.0,0.0,,0.0,998.6,0.0,1588.0
2012-08-21,10.7,18.1,3.2,43.8,0.0,,0.0,1000.6,0.0,2381.0
2012-08-22,5.4,12.8,-1.3,57.6,0.0,,0.0,1015.5,0.0,3219.0
2012-08-23,4.3,11.1,-1.5,63.9,0.0,,0.0,1024.4,0.0,2825.0
2012-08-24,2.3,12.0,-6.6,62.8,0.0,,0.0,1029.5,0.0,3351.0
2012-08-25,7.3,13.8,1.2,54.2,0.0,,0.0,1023.7,0.0,2103.0
2012-08-26,11.2,16.4,6.8,49.0,0.0,,0.0,1011.3,0.0,2354.0
2012-08-27,10.0,16.7,3.4,64.5,0.0,,0.0,1009.2,1.0,3043.0
2012-08-28,9.4,19.4,-2.3,51.5,0.0,,0.0,1005.4,0.0,3055.0
2012-08-29,12.0,16.3,5.4,36.8,0.0,,0.0,1004.6,0.0,3158.0
2012-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2012-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2012-09-01,9.7,16.0,2.4,34.7,,,,1015.1,0.0,
2012-09-02,9.9,20.3,-1.2,36.0,,,,1016.2,0.0,
2012-09-03,12.1,23.3,0.0,33.4,,,,1006.4,0.0,
2012-09-04,13.1,18.4,8.1,28.5,4.2,SW,37.0,1006.3,0.3,
2012-09-05,11.5,20.0,2.0,42.5,2.7,WSW,37.0,1009.7,0.0,
2012-09-06,13.7,22.2,5.7,46.3,2.1,NNE,22.5,1003.9,0.0,
2012-09-07,14.2,22.0,6.8,42.8,4.6,WNW,41.8,998.8,0.0,
2012-09-08,12.4,20.0,1.7,37.3,7.5,WSW,48.3,1001.3,0.0,
2012-09-09,8.9,15.7,0.0,43.5,5.6,SW,37.0,1007.1,0.0,
2012-09-10,7.7,16.6,-0.7,66.8,3.5,NE,32.2,1012.8,0.0,
2012-09-11,10.7,15.9,5.4,64.4,4.6,NE,30.6,1013.6,0.0,3873.5
2012-09-12,9.2,17.3,-0.2,58.9,3.7,W,33.8,1001.8,2.0,4015.8
2012-09-13,9.9,15.5,5.7,50.9,10.0,SW,43.5,996.9,0.0,3496.5
2012-09-14,10.6,17.4,3.3,37.1,10.5,SW,43.5,1006.0,0.0,4883.2
2012-09-15,9.1,20.8,-3.1,42.5,4.5,SE,32.2,1009.3,0.0,4978.2
2012-09-16,9.6,18.1,0.9,40.4,6.6,SW,35.4,1007.8,0.0,4932.3
2012-09-17,8.2,14.8,1.9,48.0,10.9,SE,40.2,1023.4,0.0,5080.8
2012-09-18,6.8,15.4,-1.6,56.6,3.1,SE,19.3,1028.8,0.0,5113.5
2012-09-19,9.0,17.7,3.7,50.3,9.5,NE,49.9,1016.9,0.0,2471.7
2012-09-20,17.2,26.4,8.6,32.8,9.5,N,40.2,1008.1,0.0,4574.8
2012-09-21,15.1,26.2,5.9,46.4,4.7,NE,25.7,1009.4,0.0,4891.5
2012-09-22,15.3,25.3,5.6,44.5,4.3,NE,30.6,1001.7,0.0,4500.2
2012-09-23,16.8,20.2,11.5,28.4,12.8,SW,43.5,1000.3,0.0,5059.2
2012-10-01,11.9,18.5,3.3,35.0,5.6,WSW,33.8,1005.4,0.0,5481.0
2012-10-02,11.2,19.7,1.9,38.5,3.4,W,25.7,1007.3,0.0,5340.5
2012-10-03,13.1,22.3,0.4,34.3,4.3,NW,35.4,1006.5,0.0,5493.2
2012-10-04,18.1,23.0,13.9,24.4,7.7,NNW,40.2,998.0,0.0,2173.3
2012-10-05,12.0,17.1,3.8,29.1,7.4,SW,35.4,1006.6,0.0,5574.7
2012-10-06,10.2,18.3,0.7,38.7,4.0,SW,33.8,1009.2,0.0,5271.0
2012-10-07,11.8,18.8,4.2,33.1,5.0,SSW,38.6,1015.6,0.0,5881.7
2012-10-08,12.7,21.3,0.6,39.3,6.4,NE,38.6,1007.3,0.0,5360.7
2012-10-09,9.9,16.2,4.1,50.7,9.1,NE,49.9,1018.4,0.0,5935.2
2012-10-10,13.0,23.3,3.7,48.9,3.8,NE,25.7,1015.9,0.0,5684.2
2012-10-11,16.7,26.7,6.3,43.3,2.1,NNW,19.3,1007.0,0.0,4216.2
2012-10-12,15.7,22.9,9.3,43.3,8.1,SSW,35.4,1010.1,0.0,4629.2
2012-10-13,10.5,13.6,7.9,79.4,5.5,NNE,32.2,1012.1,18.5,1168.3
2012-10-14,14.3,21.4,8.7,77.0,5.2,SSE,29.0,1011.4,0.0,5337.2
2012-10-15,12.1,19.1,8.1,79.3,3.7,NE,20.9,1013.8,0.0,4038.7
2012-10-16,13.4,24.5,7.9,67.2,4.8,NE,32.2,1010.5,0.0,4937.2
2012-10-17,12.0,22.8,3.3,68.1,5.8,NE,35.4,1007.7,0.0,6282.8
2012-10-18,16.0,26.6,9.3,51.9,6.5,NE,35.4,1001.2,0.0,5644.8
2012-10-19,14.6,24.5,4.9,51.4,4.2,NE,33.8,1001.8,0.0,6555.0
2012-10-20,15.2,23.5,6.7,49.5,3.9,SW,30.6,1003.3,0.0,5799.8
2012-10-21,13.3,20.3,7.8,55.3,7.0,,37.0,1005.6,0.0,5802.2
2012-10-22,12.0,19.7,7.7,65.9,6.7,NE,38.6,1008.0,0.0,5771.0
2012-10-23,13.4,20.8,4.9,49.6,4.4,SW,41.8,1002.4,0.0,6616.0
2012-10-24,13.2,19.8,6.3,35.3,11.6,SW,51.5,1001.5,0.0,6743.5
2012-10-25,17.0,22.2,12.7,25.4,9.5,W,43.5,997.0,0.0,3973.5
2012-10-26,14.5,18.8,8.6,31.8,7.8,SW,53.1,998.4,0.0,4558.5
2012-10-27,13.4,21.3,4.8,25.3,6.5,W,38.6,1005.7,0.0,7211.0
2012-10-28,15.4,21.1,9.8,24.1,8.9,SW,49.9,1004.7,0.0,6714.8
2012-10-29,14.9,23.4,4.4,33.5,2.6,WNW,29.0,1007.9,0.0,7244.5
2012-10-30,17.4,27.4,3.8,31.6,2.6,WSW,25.7,1002.3,0.0,6516.0
2012-10-31,16.8,20.7,8.6,30.3,8.5,SW,51.5,1001.2,0.0,3903.7
2012-11-01,15.6,25.9,4.2,33.7,7.1,SW,48.3,1002.8,0.0,5407.0
2012-11-02,19.2,28.7,7.2,31.7,7.0,W,43.5,1000.5,0.0,5759.0
2012-11-03,16.6,22.1,8.4,23.0,8.1,SW,43.5,1005.0,0.0,5480.3
2012-11-04,16.6,22.2,7.7,29.3,5.7,SW,38.6,1003.7,0.0,5286.5
2012-11-05,17.4,25.8,5.4,35.9,4.6,W,43.5,1003.2,0.0,5972.0
2012-11-06,20.6,30.7,10.5,42.1,7.1,W,51.5,996.1,0.0,4739.3
2012-11-07,19.0,23.4,14.9,33.3,6.7,SW,35.4,998.6,0.0,3485.5
2012-11-08,19.6,26.9,13.3,25.3,9.9,SW,49.9,990.7,0.0,4376.0
2012-11-09,13.7,21.1,7.7,25.0,9.0,SSW,48.3,1006.9,0.0,7857.0
2012-11-10,15.5,26.4,3.2,34.4,3.6,NE,22.5,1013.0,0.0,7707.3
2012-11-11,8.9,18.7,5.2,70.9,0.2,ENE,12.9,1015.5,0.0,1240.5
2012-11-12,,,,,,,,,,
2013-01-01,13.6,21.7,5.7,55.3,3.5,NE,33.8,1016.0,0.0,8280.8
2013-01-02,21.1,31.9,8.1,37.3,1.0,NE,19.3,1004.9,0.0,8715.0
2013-01-03,22.5,29.7,14.7,31.8,0.5,NE,20.9,1001.4,0.0,7769.3
2013-01-04,19.8,28.8,11.8,46.7,3.1,NE,33.8,1005.7,0.0,7565.8
2013-01-05,22.7,31.4,12.2,42.0,2.4,W,29.0,1001.4,0.0,8398.0
2013-01-06,16.6,21.9,13.8,54.6,0.0,SW,6.4,994.3,0.0,
2013-01-07,29.7,36.8,,,11.7,ENE,41.8,,0.0,
2013-01-08,19.4,25.4,12.4,52.0,8.4,ENE,43.5,1011.8,0.0,8313.0
2013-01-09,19.5,27.7,10.7,54.6,10.1,ENE,45.1,1013.6,0.0,7288.0
2013-01-10,22.5,29.0,16.9,59.7,9.4,NE,33.8,1009.1,0.0,7882.0
2013-01-11,23.4,31.9,17.2,61.1,4.5,NE,30.6,1002.1,1.2,7825.0
2013-01-12,18.1,25.8,12.7,,5.6,,38.6,,0.0,
2013-01-13,23.1,32.4,12.7,50.6,7.3,,37.0,1012.8,0.0,8102.0
2013-01-14,28.5,36.6,17.2,36.4,6.2,,40.2,1005.2,0.0,8087.0
2013-01-15,26.7,37.4,15.5,36.0,7.6,,51.5,1002.6,0.0,6633.0
2013-01-16,20.7,29.3,14.5,52.6,10.8,,48.3,1002.8,1.0,5898.0
2013-01-17,13.5,18.2,6.1,61.0,10.3,,53.1,1009.2,5.0,5270.0
2013-01-18,16.4,27.5,5.7,51.3,5.6,,33.8,1006.8,0.0,7926.0
2013-01-19,11.6,16.9,8.1,72.8,1.3,,12.9,1005.0,0.0,
2013-01-20,,,,,,,,,,
2013-02-01,21.5,30.8,11.6,60.3,8.4,NNE,46.7,1005.2,0.0,6330.0
2013-02-02,24.4,34.9,16.0,56.0,6.0,,33.8,999.9,0.0,4871.0
2013-02-03,18.8,25.2,16.2,83.1,1.3,W,29.0,1000.7,18.0,2843.0
2013-02-04,22.9,28.6,15.2,58.8,5.2,W,32.2,992.4,0.0,4982.0
2013-02-05,20.4,26.1,15.5,33.9,11.1,SW,54.7,994.7,0.0,8973.0
2013-02-06,18.3,24.0,10.8,41.2,5.6,SW,46.7,1000.5,0.0,6640.0
2013-02-07,20.7,28.8,9.1,44.1,3.6,WSW,35.4,998.6,0.0,6124.0
2013-02-08,19.1,23.4,13.2,67.3,0.5,NE,19.3,995.2,0.8,1159.0
2013-02-09,13.4,18.4,9.8,79.4,2.6,S,32.2,996.6,14.8,1358.0
2013-02-10,13.9,19.0,8.8,47.9,6.0,SW,38.6,1006.3,0.0,6796.0
2013-02-11,16.5,23.9,8.6,52.0,0.9,SW,24.1,1011.3,0.0,6672.0
2013-02-12,17.6,27.3,9.1,57.2,2.6,NE,33.8,1010.1,0.0,6537.0
2013-02-13,20.0,30.9,10.7,55.2,3.9,NE,37.0,1008.0,0.0,6593.0
2013-02-14,18.4,24.3,13.7,72.1,7.9,ENE,45.1,1007.9,0.2,5032.0
2013-02-15,17.4,20.7,15.2,87.6,0.6,NE,22.5,1005.5,22.4,1499.0
2013-02-16,20.1,25.1,16.8,73.0,0.0,SW,3.2,999.7,0.8,5380.0
2013-02-17,16.2,20.4,13.7,74.9,,,,1012.3,0.0,3921.0
2013-02-18,15.2,24.4,7.4,72.5,,,,1015.0,0.2,5265.0
2013-02-19,16.8,28.1,8.4,64.6,,,,1011.3,0.0,5804.0
2013-02-20,19.9,31.7,13.4,63.1,,,,1000.6,0.0,5469.0
2013-03-01,17.4,27.4,12.8,41.9,,,,995.2,0.8,5160.0
2013-03-02,13.8,19.9,8.6,38.5,,,,1003.8,0.0,3570.0
2013-03-03,12.5,18.7,9.4,60.8,,,,1001.4,0.0,
2013-03-04,21.0,25.6,13.0,43.1,,,,1000.4,0.0,8656.0
2013-03-05,15.9,20.5,12.2,58.8,,,,996.0,1.6,2271.0
2013-03-06,15.3,23.5,6.2,55.0,,,,1002.2,0.2,5544.0
2013-03-07,15.5,19.3,9.8,42.8,,,,1001.5,0.0,5563.0
2013-03-08,12.0,15.8,8.4,55.4,,,,1011.4,0.0,4605.0
2013-03-09,8.9,12.7,5.9,69.3,,,,1020.8,0.6,3632.0
