carne_producida,carneros,corderos,direccion_viento,finura_lana,humedad,lana_producida,localidad,mm_lluvia,muertes,ovejas,pariciones,rinde_lana,temperatura_maxima,temperatura_minima,velocidad_viento,periodo
416,1,132,107,2040,51.3,2908,Gaiman,0.0,48,2008,391,2755,5.0,8.6,4.7,2015-06-20
390,1,92,156,2622,40.4,2204,Gaiman,0.0,7,2688,273,1707,4.4,6.5,6.9,2015-06-21
913,3,154,147,2976,55.4,1481,Gaiman,0.0,36,1022,266,1023,-2.9,2.8,1.0,2015-06-22
897,3,164,99,2699,73.6,1761,Gaiman,0.0,9,1997,325,2188,-3.4,0.2,0.3,2015-06-23
973,4,106,129,2185,77.1,1090,Gaiman,0.0,16,2046,398,1299,-2.4,1.2,0.1,2015-06-24
759,2,150,146,2183,80.6,1716,Gaiman,0.0,49,1357,322,1191,-0.8,4.7,0.3,2015-06-25
529,5,157,122,2502,60.8,1475,Gaiman,0.2,34,1548,487,1816,1.5,6.6,2.4,2015-06-26
49,2,169,94,1639,46.0,1069,Gaiman,0.0,13,1993,245,2102,-2.1,6.9,7.6,2015-06-27
470,5,148,179,1134,40.6,2429,Gaiman,0.0,23,1773,390,2287,11.9,13.9,13.4,2015-06-28
778,5,123,136,1074,42.0,2847,Gaiman,0.0,5,1760,268,1704,-0.1,9.6,5.7,2015-06-29
120,3,138,110,1628,45.9,2305,Gaiman,0.0,22,1979,267,1143,-2.4,3.7,3.8,2015-06-30
954,2,143,154,1240,58.9,2903,Gaiman,0.0,31,2163,451,2928,-2.1,1.6,0.4,2015-07-01
184,4,95,109,1779,67.8,2371,Gaiman,0.0,21,2736,305,1532,-3.1,0.7,0.4,2015-07-02
803,3,97,166,1669,63.2,2534,Gaiman,0.0,5,1086,423,1006,-1.9,3.3,0.6,2015-07-03
234,5,93,131,1304,63.8,1671,Gaiman,0.0,48,2358,355,1972,-2.4,1.5,0.1,2015-07-04
875,4,159,172,2358,69.5,1569,Gaiman,0.0,35,2753,271,1022,-2.3,3.3,0.6,2015-07-05
869,4,125,109,1835,73.6,2463,Gaiman,0.0,38,1441,229,1534,-0.2,3.6,0.7,2015-07-06
19,2,135,163,1929,72.9,1136,Gaiman,7.8,36,1549,364,2517,-1.2,3.3,0.7,2015-07-07
432,5,114,100,1389,73.8,1262,Gaiman,2.0,42,1096,253,2262,2.9,5.2,2.2,2015-07-08
706,5,150,173,2222,52.2,2817,Gaiman,0.2,23,1280,222,1870,0.0,4.5,2.9,2015-07-09
757,1,180,95,2437,47.5,2150,Gaiman,0.0,5,2299,275,2513,0.7,6.5,3.2,2015-07-10
942,1,157,170,2052,46.5,1134,Gaiman,0.0,20,2687,475,2576,2.6,7.6,4.8,2015-07-11
612,3,108,150,1779,46.4,1233,Gaiman,0.0,39,2243,239,1368,-2.1,4.0,3.8,2015-07-12
1,3,124,123,1018,52.8,2268,Gaiman,1.0,30,2375,347,1463,3.6,6.2,6.1,2015-07-13
626,4,109,151,1651,51.4,1232,Gaiman,1.2,19,2612,256,1924,3.7,7.6,6.4,2015-07-14
41,5,133,178,1569,56.9,1000,Gaiman,0.8,7,1393,451,2418,2.9,4.8,3.6,2015-07-15
493,3,176,141,1630,63.1,2528,Gaiman,0.0,47,2364,494,2424,-2.3,2.6,0.5,2015-07-16
79,5,172,149,1391,60.9,2172,Gaiman,0.8,9,2981,405,2902,3.3,5.1,3.9,2015-07-17
991,3,140,165,1171,62.0,1115,Gaiman,3.8,48,1036,411,2300,1.9,4.8,5.0,2015-07-18
793,4,115,147,1794,46.7,1950,Gaiman,0.0,32,1984,203,2122,1.2,4.7,4.6,2015-07-19
200,2,117,131,2312,55.4,2715,Gaiman,0.0,6,1350,293,2939,2.8,6.7,2.6,2015-07-20
313,5,178,180,1091,52.8,2113,Gaiman,0.0,2,1069,234,1330,4.3,9.0,4.5,2015-07-21
97,4,99,167,1207,54.6,2087,Gaiman,0.0,13,1062,358,1048,7.1,10.1,3.5,2015-07-22
245,5,105,137,2121,54.2,1364,Gaiman,0.4,11,1412,469,1728,6.3,11.5,2.9,2015-07-23
267,2,100,114,2354,65.9,1689,Gaiman,0.2,5,1119,290,1685,5.7,9.1,1.2,2015-07-24
970,1,138,134,2334,59.4,1852,Gaiman,0.0,29,1114,206,2548,4.6,9.2,2.6,2015-07-25
173,5,100,122,2629,82.5,1318,Gaiman,1.6,43,2543,399,2361,4.4,6.6,0.4,2015-07-26
228,2,140,168,1034,81.3,1963,Gaiman,0.0,2,1204,431,1904,2.0,6.0,0.2,2015-07-27
524,3,96,150,1108,72.0,1183,Gaiman,0.2,37,1216,403,1671,0.7,5.4,1.0,2015-07-28
393,2,145,150,1292,74.1,2685,Gaiman,0.0,15,1024,471,1659,0.1,5.0,0.5,2015-07-29
286,5,171,148,2245,77.3,1059,Gaiman,0.0,43,2873,391,2934,0.1,5.0,0.5,2015-07-30
119,2,170,159,2040,67.5,1766,Gaiman,0.0,15,2263,342,1038,-1.6,3.9,0.5,2015-07-31
969,4,126,139,2581,71.7,1306,Gaiman,0.0,25,2427,313,2149,-0.2,4.6,0.8,2015-08-01
207,1,136,158,2106,67.8,1355,Gaiman,0.0,2,2844,356,1540,1.2,4.9,1.0,2015-08-02
751,3,146,169,1507,60.7,1520,Gaiman,0.0,16,1398,226,1591,-0.3,5.0,1.6,2015-08-03
123,4,125,176,2390,69.6,2448,Gaiman,0.2,42,1430,288,2891,-0.8,4.2,0.5,2015-08-04
236,1,145,171,2873,64.2,1408,Gaiman,0.0,22,1432,466,1074,2.8,8.4,1.8,2015-08-05
347,4,178,111,2547,61.0,1464,Gaiman,0.0,47,1677,491,1546,-1.3,3.9,0.8,2015-08-06
598,2,128,170,1772,54.2,2896,Gaiman,0.0,16,2781,471,1200,-2.4,2.7,1.8,2015-08-07
350,1,130,131,1941,59.6,2212,Gaiman,0.0,10,1733,286,2877,-5.2,0.8,0.6,2015-08-08
475,5,176,101,1831,63.7,1219,Gaiman,0.0,10,2386,214,2947,-2.6,1.9,0.5,2015-08-09
77,4,155,164,1822,59.8,1345,Gaiman,0.0,3,1095,471,2022,-4.6,2.5,2.2,2015-08-10
3,3,145,110,2235,52.8,2597,Gaiman,0.0,28,1921,353,1401,-1.2,6.7,3.3,2015-08-11
978,3,176,127,1706,67.1,1741,Gaiman,0.0,41,1145,417,1560,-1.8,2.4,1.3,2015-08-12
315,3,133,162,1622,69.1,2250,Gaiman,0.0,17,2773,374,1986,-2.9,2.9,1.4,2015-08-13
930,1,110,128,1700,43.7,2632,Gaiman,0.0,27,2877,475,1015,5.2,9.4,5.8,2015-08-14
560,2,177,94,1968,45.7,1227,Gaiman,0.0,1,2792,413,1876,1.7,6.4,5.3,2015-08-15
657,2,98,92,1836,47.0,2298,Gaiman,1.2,7,2469,307,2487,6.9,10.4,9.5,2015-08-16
224,4,168,157,1492,54.3,1713,Gaiman,3.4,24,2975,449,3000,-1.0,7.0,3.4,2015-08-17
344,5,147,144,1256,43.1,2327,Gaiman,0.0,2,2042,242,2390,1.6,4.3,4.5,2015-08-18
706,1,172,149,1843,59.4,2580,Gaiman,0.8,38,2106,251,2466,-1.4,3.3,0.8,2015-08-19
384,3,169,140,2302,85.5,1830,Gaiman,0.0,37,1641,460,1452,-1.2,2.3,0.4,2015-08-20
404,3,108,173,2103,82.9,1680,Gaiman,0.8,16,2229,336,2388,-0.1,4.7,1.1,2015-08-21
391,5,178,99,2549,81.2,1901,Gaiman,4.8,25,1213,292,1435,0.7,2.8,1.7,2015-08-22
282,4,96,141,2180,79.6,2370,Gaiman,2.2,15,1438,392,2868,2.1,4.5,0.5,2015-08-23
3,5,146,177,2295,81.0,1514,Gaiman,0.0,20,2581,215,2928,1.6,5.4,0.8,2015-08-24
672,5,108,104,1181,83.3,1664,Gaiman,0.4,24,1853,298,2922,3.5,6.6,0.7,2015-08-25
502,3,115,144,1889,70.5,2153,Gaiman,0.2,27,2344,391,2846,0.3,7.0,1.9,2015-08-26
134,3,98,164,2460,70.9,1805,Gaiman,0.0,24,1771,412,2266,1.9,6.6,0.2,2015-08-27
839,1,137,168,2320,77.6,1478,Gaiman,2.4,46,2749,475,2785,1.9,6.5,2.0,2015-08-28
274,1,137,102,2835,55.8,2214,Gaiman,0.2,41,1788,451,2233,1.7,6.7,5.2,2015-08-29
83,5,166,142,1555,46.1,1034,Gaiman,0.0,18,2775,387,2984,2.2,8.3,5.4,2015-08-30
419,2,152,178,1701,47.4,1228,Gaiman,0.0,12,1890,338,1415,-3.3,4.5,1.8,2015-08-31
53,5,150,146,2570,46.8,2398,Gaiman,0.0,43,1473,412,1203,-4.3,5.1,1.6,2015-09-01
784,5,160,145,2880,38.9,1786,Gaiman,0.0,28,2208,458,2581,5.8,9.1,6.0,2015-09-02
676,4,118,166,2858,50.3,1341,Gaiman,0.0,38,1376,314,2931,5.9,8.8,5.0,2015-09-03
883,4,138,115,1244,61.8,2501,Gaiman,0.0,21,2837,233,1772,3.3,10.0,3.2,2015-09-04
12,1,102,178,1686,43.4,1964,Gaiman,0.0,10,1817,440,2416,6.1,13.5,6.1,2015-09-05
686,5,126,97,1477,40.0,1400,Gaiman,0.0,19,2397,401,2406,2.8,8.6,2.9,2015-09-06
129,1,148,108,1519,50.1,1977,Gaiman,0.2,47,1033,238,2507,2.8,7.3,4.3,2015-09-07
586,4,166,92,2408,52.1,1693,Gaiman,0.0,36,2435,240,2967,-1.9,3.1,2.8,2015-09-08
632,1,168,156,1764,42.2,3000,Gaiman,0.0,42,1321,224,2104,-0.4,5.4,5.8,2015-09-09
647,4,152,94,1659,38.3,2738,Gaiman,0.0,10,2945,395,2661,0.3,6.0,4.4,2015-09-10
39,5,132,136,2807,41.4,2875,Gaiman,0.0,4,1350,360,2196,5.7,9.8,7.0,2015-09-11
122,1,112,167,2012,34.5,1197,Gaiman,0.0,36,1367,229,1566,6.4,10.3,7.1,2015-09-12
177,3,175,134,2922,37.5,2474,Gaiman,0.0,44,1269,209,1071,6.7,9.7,8.7,2015-09-13
836,2,118,170,2563,39.0,2801,Gaiman,0.0,33,1892,257,2534,1.0,7.1,5.5,2015-09-14
144,2,133,129,1701,39.3,1564,Gaiman,0.0,24,1545,307,2882,-2.8,3.7,4.2,2015-09-15
32,5,116,93,1899,34.8,1315,Gaiman,0.0,11,1583,266,1159,4.6,8.4,9.1,2015-09-16
517,3,144,171,1980,39.1,1188,Gaiman,0.0,32,2075,460,1577,1.1,7.2,3.5,2015-09-17
743,1,110,147,1093,43.2,1621,Gaiman,0.0,11,2761,230,2388,4.8,8.3,6.0,2015-09-18
168,4,125,147,1070,42.1,2640,Gaiman,0.0,8,2849,448,2860,5.9,9.4,4.6,2015-09-19
997,4,178,150,1485,48.4,2921,Gaiman,0.0,14,2549,434,1521,-0.7,5.6,1.3,2015-09-20
454,3,129,160,2119,48.3,1807,Gaiman,0.0,41,2013,239,1270,-0.1,6.6,0.7,2015-09-21
196,4,123,138,2747,62.6,1392,Gaiman,0.0,50,1126,235,2867,2.6,7.4,1.4,2015-09-22
445,4,116,163,2739,50.5,2541,Gaiman,0.0,38,1960,280,1097,0.1,8.3,1.7,2015-09-23
738,5,158,160,2495,61.5,1314,Gaiman,0.0,38,2181,263,1475,0.9,6.3,0.2,2015-09-24
795,3,93,111,2679,61.8,1052,Gaiman,0.0,15,1674,370,2376,-1.2,8.3,2.0,2015-09-25
91,4,116,178,2232,62.1,2860,Gaiman,0.0,45,2324,317,2228,1.7,7.7,1.7,2015-09-26
480,3,179,101,1084,49.0,1529,Gaiman,0.0,25,2438,251,2334,2.3,9.7,3.3,2015-09-27
301,2,111,112,1209,51.5,1563,Gaiman,0.0,1,1344,346,1410,-1.2,8.4,2.0,2015-09-28
78,4,120,92,2370,76.3,1448,Gaiman,1.2,44,1366,473,2311,0.4,5.2,0.5,2015-09-29
504,1,109,93,2099,57.9,1033,Gaiman,0.0,42,1969,483,1450,1.2,8.3,3.5,2015-09-30
290,1,118,172,2084,40.4,1077,Gaiman,0.0,15,1002,305,2018,0.3,5.9,1.8,2015-10-01
380,1,94,172,2333,40.4,2858,Gaiman,0.0,4,2107,268,2153,-1.1,6.6,1.1,2015-10-02
912,3,139,150,1221,52.8,2405,Gaiman,0.0,17,1744,403,2778,3.1,9.1,1.1,2015-10-03
86,1,175,148,1144,55.9,2706,Gaiman,0.0,49,2047,329,2776,5.6,10.5,2.0,2015-10-04
896,5,101,137,1431,56.5,1615,Gaiman,0.0,3,2696,364,1126,2.2,8.8,2.1,2015-10-05
160,2,164,120,1776,56.4,1204,Gaiman,0.0,47,2615,418,2642,-0.7,6.8,3.5,2015-10-06
933,5,107,163,2261,47.4,1910,Gaiman,0.0,27,1791,480,1064,1.3,7.6,2.1,2015-10-07
853,5,179,117,1757,46.8,2581,Gaiman,0.0,35,1463,471,1859,-2.1,7.0,2.2,2015-10-08
908,2,150,138,2880,50.0,1393,Gaiman,0.0,18,2589,423,2706,-1.7,7.1,1.4,2015-10-09
44,1,180,124,1931,55.1,1930,Gaiman,0.0,25,2195,350,1163,-0.2,8.1,1.4,2015-10-10
815,5,99,180,1456,52.8,1690,Gaiman,0.0,32,1145,338,1954,1.4,9.3,1.4,2015-10-11
553,5,115,128,1759,55.3,1776,Gaiman,0.0,19,2025,453,2096,2.8,8.9,0.7,2015-10-12
677,1,175,171,2746,57.6,2516,Gaiman,0.0,17,2611,384,2907,1.9,9.8,2.2,2015-10-13
478,1,98,169,2831,64.2,1101,Gaiman,2.2,48,1179,428,1549,1.5,8.5,1.6,2015-10-14
601,2,123,128,1366,70.3,2948,Gaiman,0.0,5,1019,415,1657,2.8,6.1,1.5,2015-10-15
84,5,124,158,2355,55.0,1642,Gaiman,0.0,8,2105,247,1710,-0.7,9.2,1.5,2015-10-16
982,2,109,165,2579,45.4,1739,Gaiman,0.0,47,2900,500,2594,4.3,11.8,4.1,2015-10-17
194,3,91,90,2009,46.6,2357,Gaiman,0.0,6,2958,250,2646,8.3,13.8,5.2,2015-10-18
723,3,96,170,2116,45.7,1182,Gaiman,0.0,2,1539,464,2850,10.6,13.6,4.4,2015-10-19
232,4,117,160,1234,55.3,2806,Gaiman,0.0,21,1260,427,2146,8.9,11.3,2.7,2015-10-20
855,3,119,134,2223,60.2,1990,Gaiman,0.2,35,1117,455,2992,2.8,6.0,2.2,2015-10-21
249,2,114,104,1163,47.4,1708,Gaiman,0.0,26,2328,446,2444,0.5,5.9,1.8,2015-10-22
277,5,96,161,1193,38.2,1535,Gaiman,0.0,28,2186,276,1987,0.2,8.8,1.3,2015-10-23
233,1,173,148,2832,49.3,1260,Gaiman,0.0,6,2860,322,1297,3.9,9.2,0.9,2015-10-24
594,2,132,176,2963,66.1,2021,Gaiman,0.0,47,2622,392,1532,4.0,10.9,1.4,2015-10-25
813,5,142,129,1705,52.0,1035,Gaiman,0.0,9,2685,258,1485,6.9,11.7,3.0,2015-10-26
161,2,156,100,2614,55.3,1414,Gaiman,0.0,50,2867,500,2936,6.2,12.2,2.4,2015-10-27
96,5,124,108,1309,48.8,1417,Gaiman,0.0,46,1506,382,1305,7.2,11.8,4.6,2015-10-28
600,2,171,139,1022,41.0,1887,Gaiman,0.0,32,1923,350,1092,2.2,8.9,2.7,2015-10-29
628,1,95,151,2436,40.9,2260,Gaiman,0.0,7,1023,462,1531,5.2,9.9,4.6,2015-10-30
225,3,176,146,2752,37.9,2387,Gaiman,0.0,6,1486,350,1988,7.5,12.0,5.4,2015-10-31
841,4,179,102,1046,47.8,2917,Gaiman,0.0,36,1458,357,2735,2.7,13.3,2.0,2015-11-01
755,4,125,174,1398,33.8,1651,Gaiman,0.0,4,1133,264,2991,8.4,14.4,2.8,2015-11-02
916,2,141,141,2219,35.9,1054,Gaiman,0.0,37,2345,405,2380,0.9,13.4,2.2,2015-11-03
67,2,95,109,2002,47.5,2680,Gaiman,0.0,26,2325,407,2318,4.8,15.2,1.2,2015-11-04
206,4,106,123,2915,56.8,1602,Gaiman,0.0,26,2261,407,1082,6.7,14.7,1.2,2015-11-05
103,3,99,147,1679,60.5,2211,Gaiman,0.0,46,2794,314,1740,5.9,14.4,1.0,2015-11-06
823,5,180,163,1297,56.0,2031,Gaiman,0.0,4,1793,448,2471,6.1,14.3,2.6,2015-11-07
188,1,120,130,1062,48.8,1601,Gaiman,0.0,7,2859,327,2008,9.7,14.3,3.2,2015-11-08
962,4,172,128,2927,49.9,1382,Gaiman,0.0,36,2189,373,1310,4.2,14.1,3.0,2015-11-09
28,4,140,114,2298,49.6,1407,Gaiman,0.0,40,2772,346,1798,11.5,14.0,6.0,2015-11-10
685,2,151,175,2287,43.8,1752,Gaiman,0.0,25,1734,395,2630,9.7,16.0,4.4,2015-11-11
682,2,117,103,1362,44.3,2549,Gaiman,0.0,28,2473,221,1946,9.7,16.5,6.2,2015-11-12
382,2,108,127,1151,40.8,2257,Gaiman,0.0,43,2661,239,1657,9.7,14.9,7.8,2015-11-13
266,2,111,146,2880,43.6,1343,Gaiman,0.0,20,1610,272,2743,12.2,15.5,4.2,2015-11-14
535,5,91,165,2206,43.0,2724,Gaiman,0.0,1,2644,204,1691,6.8,14.0,4.5,2015-11-15
848,2,154,91,1761,57.4,2466,Gaiman,0.0,4,1506,320,2111,2.4,9.4,2.0,2015-11-16
927,1,164,110,2740,69.4,2590,Gaiman,1.0,32,1292,444,2439,0.3,5.3,2.8,2015-11-17
900,2,141,179,2352,54.2,2651,Gaiman,0.0,47,2866,419,1662,-1.6,7.3,2.7,2015-11-18
838,1,109,146,2115,55.3,1541,Gaiman,0.0,9,2757,415,2177,-0.7,8.2,2.5,2015-11-19
261,1,100,180,2419,48.4,2971,Gaiman,0.0,24,1777,342,2145,7.6,12.7,2.9,2015-11-20
995,4,169,137,1473,44.6,1214,Gaiman,0.0,15,2519,308,1772,1.2,11.6,3.1,2015-11-21
695,1,154,180,1872,42.9,2218,Gaiman,0.0,25,2806,395,1271,5.7,13.9,2.9,2015-11-22
280,5,124,171,1673,43.1,2691,Gaiman,0.0,5,1881,461,1978,2.1,13.3,3.2,2015-11-23
217,4,154,119,2367,42.5,1935,Gaiman,0.0,8,2609,238,1011,9.4,13.8,3.7,2015-11-24
46,5,105,109,1386,56.3,2480,Gaiman,0.0,19,2501,398,2063,9.1,13.5,1.7,2015-11-25
349,4,127,120,2697,57.6,1420,Gaiman,0.0,43,1213,226,1023,6.1,13.1,1.9,2015-11-26
501,3,110,142,1303,45.3,1339,Gaiman,0.0,50,1491,302,2609,6.7,13.7,3.5,2015-11-27
672,3,107,129,2434,48.3,2156,Gaiman,0.0,43,1406,234,1726,6.3,14.8,4.2,2015-11-28
296,2,107,140,2276,50.5,1139,Gaiman,0.0,42,1343,472,2290,11.9,17.1,4.9,2015-11-29
630,3,167,166,2296,47.6,2038,Gaiman,0.0,24,1341,419,1118,9.1,16.0,4.2,2015-11-30
277,5,134,178,2452,49.3,2018,Gaiman,0.0,19,1409,232,2214,4.1,13.8,1.2,2015-12-01
122,5,138,139,2216,48.4,2145,Gaiman,0.0,46,1062,490,1892,6.8,16.5,1.0,2015-12-02
688,4,146,122,2685,43.6,2543,Gaiman,0.0,17,1638,337,2478,13.9,17.5,4.2,2015-12-03
316,5,179,104,2113,48.9,2617,Gaiman,0.0,36,2413,209,2564,8.4,16.1,1.3,2015-12-04
436,2,169,152,1595,49.3,1246,Gaiman,0.0,12,2713,343,1583,7.7,17.2,0.7,2015-12-05
996,5,93,180,2263,39.3,1679,Gaiman,0.0,11,1792,443,2850,13.8,17.3,4.6,2015-12-06
281,4,180,121,2288,42.3,1084,Gaiman,0.0,39,1909,380,2137,10.6,14.7,4.1,2015-12-07
652,2,154,178,1802,44.8,2063,Gaiman,0.0,18,1952,321,2006,9.9,13.1,5.6,2015-12-08
542,5,97,115,2804,44.9,1744,Gaiman,0.0,1,2929,318,2424,11.6,16.4,5.9,2015-12-09
889,5,106,173,2732,40.4,2252,Gaiman,0.0,9,2431,323,2481,12.6,16.4,6.6,2015-12-10
247,5,136,142,2029,36.9,2515,Gaiman,0.0,49,2608,292,1816,10.8,14.9,7.2,2015-12-11
150,3,168,135,2975,35.9,1523,Gaiman,0.0,1,2127,450,2928,7.9,12.1,4.1,2015-12-12
845,2,146,131,1422,37.1,1004,Gaiman,0.0,42,2885,255,1499,3.8,10.8,2.9,2015-12-13
81,4,164,162,1123,42.4,1529,Gaiman,0.0,12,2146,311,1676,0.7,10.7,2.9,2015-12-14
158,2,164,111,2555,48.8,2184,Gaiman,0.0,32,1941,312,1946,5.6,13.7,2.9,2015-12-15
448,3,92,117,1631,57.1,1370,Gaiman,0.2,16,2716,243,1620,8.2,11.8,2.1,2015-12-16
582,2,172,126,2125,64.5,2073,Gaiman,1.2,2,1505,282,1121,6.8,11.0,1.5,2015-12-17
112,5,138,111,2421,52.1,2984,Gaiman,0.4,43,1352,239,1908,5.2,13.8,4.2,2015-12-18
82,4,161,162,1009,50.2,2208,Gaiman,0.0,28,1662,315,1878,12.7,16.4,4.7,2015-12-19
990,5,105,159,2910,59.4,1205,Gaiman,0.0,41,2541,446,2239,11.8,16.3,1.9,2015-12-20
725,1,131,100,2413,56.1,1680,Gaiman,0.2,38,2315,316,1044,10.4,14.5,2.8,2015-12-21
418,5,180,142,2282,48.5,2145,Gaiman,0.0,11,2787,453,2414,7.8,12.4,3.6,2015-12-22
176,1,125,121,2847,46.0,2319,Gaiman,0.0,36,1683,467,1193,5.7,11.3,4.5,2015-12-23
235,5,163,143,2286,47.0,1955,Gaiman,0.0,17,2304,233,2758,9.8,14.3,5.5,2015-12-24
858,1,152,172,1826,48.3,1758,Gaiman,0.0,34,1643,434,1154,11.8,17.3,3.4,2015-12-25
358,5,176,98,2319,46.5,2568,Gaiman,0.0,44,2134,398,1358,13.9,19.6,4.4,2015-12-26
348,2,118,142,2522,58.4,1599,Gaiman,0.0,24,1003,372,1854,14.6,18.5,1.4,2015-12-27
290,4,97,164,1390,54.2,1395,Gaiman,0.0,25,2237,431,2894,9.6,16.6,3.4,2015-12-28
493,5,108,94,2852,46.2,2457,Gaiman,0.0,44,2239,275,1913,12.7,17.2,4.9,2015-12-29
702,4,162,155,2564,49.5,2114,Gaiman,0.0,20,1132,414,2568,7.0,16.7,2.8,2015-12-30
132,2,101,178,2363,56.8,2625,Gaiman,0.0,47,2876,453,1403,6.1,15.4,1.8,2015-12-31
471,4,91,137,2665,65.3,1885,Gaiman,0.0,35,2568,391,1590,17.3,21.3,10.6,2016-01-01
213,2,96,117,2136,53.2,2805,Gaiman,0.0,49,1992,389,2479,16.2,24.9,7.7,2016-01-02
48,1,96,113,1988,43.2,2688,Gaiman,0.0,39,2781,367,2890,15.9,20.2,8.2,2016-01-03
851,5,172,176,1189,50.0,1293,Gaiman,0.0,12,2102,284,1597,11.4,18.4,7.0,2016-01-04
652,2,148,92,2299,41.5,2998,Gaiman,0.0,26,1395,372,2677,7.4,20.0,6.3,2016-01-05
659,2,163,158,1855,45.9,2442,Gaiman,0.0,17,2964,219,1678,8.7,17.7,15.2,2016-01-06
229,5,128,108,1535,45.8,1219,Gaiman,0.0,20,2707,421,1294,5.5,19.4,7.2,2016-01-07
509,1,157,177,2684,53.9,1079,Gaiman,0.0,31,1546,235,1661,8.7,16.7,18.4,2016-01-08
600,4,126,177,2417,48.5,1971,Gaiman,0.0,26,2773,350,2739,4.0,17.2,6.6,2016-01-09
703,4,102,168,2855,40.0,2748,Gaiman,0.0,14,2378,311,1926,14.5,20.6,10.8,2016-01-10
569,3,107,123,2754,34.6,1973,Gaiman,0.0,43,1550,311,1231,8.4,22.1,11.0,2016-01-11
771,4,167,150,1364,49.0,2001,Gaiman,0.0,2,1753,479,1338,12.2,18.7,12.8,2016-01-12
368,5,146,100,2608,51.4,2982,Gaiman,0.0,1,2259,442,1968,9.7,19.0,6.8,2016-01-13
203,5,150,98,2345,56.4,1460,Gaiman,0.0,42,2771,220,2881,12.7,20.1,7.6,2016-01-14
631,2,162,120,1336,73.5,2709,Gaiman,1.0,2,2766,228,2865,11.4,16.9,5.5,2016-01-15
563,3,131,168,1276,50.5,2251,Gaiman,0.3,9,2389,316,1863,13.0,21.3,11.3,2016-01-16
562,1,147,144,2089,43.0,1613,Gaiman,0.5,28,1152,421,2412,13.3,20.2,10.9,2016-01-17
542,2,107,172,1014,55.0,1070,Gaiman,0.0,33,2320,307,2853,10.1,19.2,7.0,2016-01-18
0,1,135,122,1991,68.2,2746,Gaiman,0.0,7,2868,491,1762,14.9,20.6,5.3,2016-01-19
726,4,100,180,2264,57.1,1886,Gaiman,0.0,50,2873,258,2037,15.8,24.3,6.8,2016-01-20
941,5,142,101,1806,63.0,1467,Gaiman,4.8,5,1362,384,1349,18.4,24.7,8.0,2016-01-21
203,5,100,133,1532,62.2,1959,Gaiman,0.0,47,1610,401,1409,15.8,22.7,13.5,2016-01-22
704,1,155,146,1837,56.5,1974,Gaiman,0.0,50,2352,490,1835,13.8,22.7,13.5,2016-01-23
955,1,104,170,2327,43.8,2289,Gaiman,0.0,16,2345,241,1813,12.3,22.5,7.8,2016-01-24
670,1,171,166,2462,42.3,2028,Gaiman,0.0,31,1258,467,2909,10.6,17.0,9.7,2016-01-25
913,2,179,142,2206,44.5,2796,Gaiman,0.0,12,1695,415,1686,8.2,19.2,6.0,2016-01-26
412,1,155,147,2824,44.7,1934,Gaiman,0.3,14,1288,487,2447,10.9,21.2,4.3,2016-01-27
477,3,135,157,1097,44.2,2783,Gaiman,0.0,21,1833,280,1450,14.8,22.5,7.2,2016-01-28
172,2,151,128,2673,46.6,1187,Gaiman,0.0,1,1168,425,2857,13.6,20.8,6.2,2016-01-29
141,4,171,153,2303,54.3,1380,Gaiman,0.0,31,2833,361,2699,12.3,18.6,6.3,2016-01-30
318,5,126,159,1261,50.1,1809,Gaiman,0.0,30,2231,323,2800,7.4,19.4,6.2,2016-01-31
62,1,160,100,2752,45.1,1590,Gaiman,0.0,31,2525,244,2185,15.5,25.8,11.2,2016-02-01
731,5,173,151,1101,25.3,2449,Gaiman,0.0,13,1305,301,1413,19.4,30.3,8.8,2016-02-02
520,2,120,110,2134,40.1,2517,Gaiman,0.5,19,1322,428,2212,14.4,24.2,6.2,2016-02-03
926,5,157,90,2831,61.8,2878,Gaiman,0.3,49,2536,442,2552,11.1,18.0,7.2,2016-02-04
923,3,144,161,2109,68.9,2846,Gaiman,0.0,2,2296,382,1038,12.3,17.1,7.1,2016-02-05
73,2,122,110,2803,70.5,2908,Gaiman,2.5,32,1321,284,2483,15.0,16.4,5.8,2016-02-06
916,5,169,176,2817,73.5,1593,Gaiman,5.1,28,2115,212,2091,15.2,19.6,6.2,2016-02-07
419,4,171,118,1600,53.0,2101,Gaiman,0.5,46,2819,232,1291,14.7,20.1,9.8,2016-02-08
412,5,102,102,1059,42.9,2302,Gaiman,0.0,45,2374,338,2403,14.1,20.1,10.7,2016-02-09
787,4,174,106,1729,55.1,1304,Gaiman,0.0,20,1045,359,1889,10.8,19.3,4.6,2016-02-10
949,5,150,106,2505,52.7,2139,Gaiman,0.0,8,2405,370,2517,11.1,23.0,3.6,2016-02-11
468,1,172,172,1401,31.7,2135,Gaiman,0.0,28,2483,341,2563,13.9,24.6,9.6,2016-02-12
31,4,150,153,1480,27.8,1103,Gaiman,0.0,36,2265,334,1901,14.8,20.3,18.9,2016-02-13
202,3,104,98,2839,37.5,1244,Gaiman,0.0,32,1381,310,2283,14.4,21.3,13.2,2016-02-14
277,1,165,180,2301,45.8,1562,Gaiman,0.0,10,1444,410,1702,10.4,22.0,6.3,2016-02-15
496,2,159,149,2675,42.9,1194,Gaiman,0.0,5,1047,500,1651,14.2,23.0,10.7,2016-02-16
802,4,166,163,2404,46.2,1741,Gaiman,0.0,16,1737,433,1977,14.3,17.9,8.4,2016-02-17
